index,nickname,country,city,club,band,daily_cap,schedule,rename_flag,base_skill,consistency,speed_offset,affinities,has_avatar,personality_seed
873,temur mikaidze,GE,Akhaltsikhe,,B5 (top),2,evening,no,0.787,0.556,-0.179,legends:0.087 champions_league:0.101 bundesliga:0.115 national_teams:0.125 la_liga:-0.061 serie_a:-0.058 georgian_football:-0.173 world_cup:-0.071,no,596322915056521
874,Rezo Vephkhvshvili,GE,Gori,,B4,3,morning,no,0.619,0.702,-0.237,champions_league:0.137 world_cup:0.111 la_liga:0.106 transfers:-0.14 georgian_football:-0.102 legends:-0.072 premier_league:-0.094,no,4125101434801593
875,Maka Nozadshvili,GE,Gori,,B1 (bottom),2,daytime,yes,0.179,0.397,-0.1,champions_league:0.11 la_liga:0.062 serie_a:-0.188 bundesliga:-0.12 national_teams:-0.117,no,207350768189873
876,KakhiB,GE,Akhaltsikhe,,B3,15,morning,no,0.484,0.728,0.19,premier_league:0.098 bundesliga:0.135 national_teams:0.063 champions_league:0.051 la_liga:-0.14 legends:-0.07 world_cup:-0.104 georgian_football:-0.053,no,896201704410702
877,kakhaushka,GE,Batumi,,B4,10,daytime,no,0.723,0.374,-0.072,la_liga:0.166 georgian_football:0.155 champions_league:0.131 world_cup:-0.161 national_teams:-0.179 premier_league:-0.111,no,1422652410038736
878,GubazB,GR,Thessaloniki,,B3,3,daytime,no,0.484,0.719,-0.034,bundesliga:0.12 georgian_football:0.175 national_teams:-0.182 serie_a:-0.192 transfers:-0.2 la_liga:-0.144,no,3689653611257156
879,marjanad,GE,Kutaisi,,B1 (bottom),15,evening,no,0.128,0.741,0.058,champions_league:0.084 premier_league:0.077 bundesliga:0.171 transfers:0.072 world_cup:-0.118 georgian_football:-0.085 national_teams:-0.151,no,1981198212574682
880,Vakhtang Kraveishua,GE,Rustavi,,B1 (bottom),3,daytime,no,0.207,0.514,-0.06,serie_a:0.051 legends:0.076 transfers:0.119 premier_league:-0.161 bundesliga:-0.105,no,1388678980016813
881,Marjana Avalshvili,GE,Ozurgeti,,B4,10,evening,no,0.653,0.64,-0.208,champions_league:0.097 premier_league:0.108 national_teams:-0.065 transfers:-0.065 world_cup:-0.105,no,2685676907342654
882,gioika565,GE,Gori,,B4,2,daytime,no,0.732,0.37,-0.115,world_cup:0.148 premier_league:0.168 legends:0.197 la_liga:-0.118 champions_league:-0.108,no,1841368672839776
883,zviad chiradshvili,GE,Zugdidi,,B3,3,daytime,no,0.595,0.67,-0.249,legends:0.065 premier_league:0.136 world_cup:-0.198 bundesliga:-0.118 national_teams:-0.063 transfers:-0.085,no,3213893731149231
884,TokoA84,GE,Poti,,B2,15,morning,no,0.285,0.393,0.193,premier_league:0.192 national_teams:0.08 bundesliga:0.1 serie_a:0.148 transfers:-0.14 legends:-0.148 georgian_football:-0.107 la_liga:-0.142,no,4246488066109233
885,RamazS,GE,Ozurgeti,,B3,2,morning,no,0.551,0.605,-0.258,world_cup:0.189 national_teams:0.136 serie_a:0.055 bundesliga:-0.12 la_liga:-0.156 transfers:-0.133 georgian_football:-0.119,no,2151626134948694
886,eka kemokladze,GE,Zugdidi,,B4,2,evening,no,0.725,0.632,0.086,bundesliga:0.134 la_liga:0.12 world_cup:0.091 transfers:-0.195 champions_league:-0.076 premier_league:-0.151,no,3200449326713018
887,Gega213,GE,Ozurgeti,,B2,3,evening,no,0.327,0.745,-0.196,world_cup:0.071 transfers:0.07 la_liga:-0.135 premier_league:-0.175 georgian_football:-0.12,no,3234006991049243
888,Tengiz Zumbulua,GE,Telavi,,B2,2,evening,no,0.379,0.824,-0.253,champions_league:0.163 georgian_football:0.114 serie_a:0.183 legends:-0.188 premier_league:-0.095,no,4346331378217487
889,nugo phkhovelshvili,GE,Ozurgeti,,B1 (bottom),3,evening,yes,0.092,0.599,-0.285,transfers:0.175 premier_league:0.118 serie_a:0.074 la_liga:-0.162 national_teams:-0.107 world_cup:-0.059,no,4091453372801455
890,niko tsereteliidze,GE,Telavi,,B4,3,evening,no,0.715,0.544,-0.227,world_cup:0.133 georgian_football:0.055 serie_a:-0.199 champions_league:-0.137 premier_league:-0.055,no,859383860373484
891,luka ubilidze,GE,Batumi,,B4,2,evening,no,0.735,0.72,-0.113,world_cup:0.135 champions_league:0.16 la_liga:0.069 premier_league:-0.081 national_teams:-0.161 serie_a:-0.073,no,1972396374476542
892,grigol dvaliava,GE,Telavi,,B3,2,evening,yes,0.453,0.79,0.195,premier_league:0.089 legends:0.086 national_teams:0.183 bundesliga:-0.091 la_liga:-0.061,no,2781642710256595
893,tato14,GE,Batumi,,B3,2,daytime,yes,0.549,0.846,-0.017,serie_a:0.15 la_liga:0.093 premier_league:0.124 legends:0.056 georgian_football:-0.078 national_teams:-0.124 world_cup:-0.071 transfers:-0.127,yes,2163508730617630
894,Ekhvaishvili,GE,Akhaltsikhe,,B3,3,evening,no,0.554,0.523,0.176,champions_league:0.159 bundesliga:0.102 georgian_football:0.199 serie_a:-0.122 world_cup:-0.088 national_teams:-0.096,no,2331076762261056
895,koka janjgavadze,GE,Ozurgeti,,B2,2,night_owl,no,0.362,0.477,-0.031,champions_league:0.129 legends:0.054 georgian_football:0.07 serie_a:-0.117 la_liga:-0.078 national_teams:-0.132 bundesliga:-0.138,no,2101025832266125
896,Datunao,GE,Poti,,B5 (top),2,evening,yes,0.845,0.776,0.052,champions_league:0.065 bundesliga:0.086 legends:-0.111 world_cup:-0.197,no,1138466313470254
897,vaso,GE,Rustavi,,B2,2,daytime,no,0.438,0.798,-0.116,bundesliga:0.095 legends:0.081 premier_league:0.086 world_cup:0.193 champions_league:-0.148 national_teams:-0.171,no,165128871185783
898,Kalatozidze46,GE,Zugdidi,,B2,3,morning,no,0.346,0.748,-0.133,national_teams:0.094 premier_league:0.077 serie_a:-0.166 georgian_football:-0.053 legends:-0.084 champions_league:-0.172,no,3778575545007453
899,mari rustavshvili,GE,Poti,,B3,2,daytime,no,0.596,0.508,0.215,serie_a:0.196 georgian_football:0.155 la_liga:-0.113 legends:-0.068 bundesliga:-0.065,no,379889445040709
900,mamuka abashvili,ES,Madrid,,B4,2,evening,no,0.741,0.383,0.191,transfers:0.095 world_cup:0.163 legends:0.179 national_teams:-0.112 georgian_football:-0.164 bundesliga:-0.148 premier_league:-0.114,no,932602825718029
901,NikolozM,GE,Zugdidi,,B3,10,night_owl,no,0.506,0.462,-0.038,national_teams:0.15 georgian_football:0.18 bundesliga:-0.105 world_cup:-0.173 champions_league:-0.186 legends:-0.155,no,4052805647929854
902,Otari Tsalugeliani,GE,Rustavi,,B1 (bottom),10,evening,no,0.163,0.687,0.1,georgian_football:0.051 world_cup:0.195 national_teams:-0.127 legends:-0.152 bundesliga:-0.121,no,363994835554953
903,miqa japarua,GE,Tbilisi,,B2,3,evening,no,0.401,0.64,0.29,national_teams:0.076 transfers:0.181 georgian_football:0.124 serie_a:-0.101 la_liga:-0.185,no,1699567397733475
904,Zezva920,GE,Zugdidi,,B3,2,evening,no,0.561,0.656,-0.155,legends:0.105 georgian_football:0.14 la_liga:0.131 transfers:0.171 bundesliga:-0.051 premier_league:-0.107 serie_a:-0.191,no,1150725705241267
905,buba,GE,Poti,,B1 (bottom),2,daytime,yes,0.241,0.575,-0.126,premier_league:0.128 la_liga:0.147 champions_league:0.128 transfers:-0.118 georgian_football:-0.063,no,1944693654069112
906,tornik973,GE,Gori,,B2,10,evening,no,0.314,0.632,0.005,bundesliga:0.051 la_liga:0.137 transfers:-0.136 national_teams:-0.131,no,4013493364101375
907,Tokoa111,GE,Batumi,,B4,15,evening,no,0.642,0.524,0.194,transfers:0.1 national_teams:0.199 premier_league:0.162 serie_a:0.141 la_liga:-0.154 bundesliga:-0.087 champions_league:-0.087,no,1126610419693122
908,Ananoka,GE,Zugdidi,,B3,2,daytime,no,0.488,0.76,-0.281,la_liga:0.057 world_cup:0.136 national_teams:0.162 champions_league:0.126 serie_a:-0.126 transfers:-0.138,no,3237146377293238
909,NIKUSHAKA,GE,Batumi,,B5 (top),2,morning,yes,0.798,0.357,-0.207,bundesliga:0.118 national_teams:0.062 world_cup:0.075 premier_league:-0.104 la_liga:-0.113 transfers:-0.102 champions_league:-0.125,no,674238219277055
910,KokaL,GE,Telavi,,B3,2,daytime,no,0.451,0.717,0.253,world_cup:0.075 la_liga:0.158 serie_a:0.159 bundesliga:-0.07 premier_league:-0.12 national_teams:-0.189 georgian_football:-0.184,no,3704890604270651
911,ikal,GE,Ozurgeti,,B1 (bottom),15,daytime,no,0.092,0.359,0.239,transfers:0.172 legends:0.145 national_teams:-0.104 champions_league:-0.18 bundesliga:-0.142 serie_a:-0.097,no,926150513418312
912,Tabagshvili,GE,Poti,,B1 (bottom),2,evening,no,0.201,0.73,-0.087,transfers:0.064 legends:0.112 champions_league:-0.133 premier_league:-0.198,no,2110218415006422
913,zuraushka,GE,Ozurgeti,,B1 (bottom),21,daytime,no,0.134,0.526,0.175,champions_league:0.095 bundesliga:0.122 premier_league:0.13 world_cup:-0.164 transfers:-0.162 la_liga:-0.097,no,802808426315522
914,Kakha Khubulshvili,GE,Poti,,B2,10,evening,no,0.439,0.561,0.259,bundesliga:0.162 legends:0.073 premier_league:-0.08 georgian_football:-0.106 national_teams:-0.143,no,1442920780723532
915,Valeri Dolidzua,GE,Gori,,B2,15,morning,no,0.402,0.673,-0.05,serie_a:0.188 la_liga:0.095 premier_league:0.073 world_cup:-0.086 bundesliga:-0.137 transfers:-0.146 georgian_football:-0.159,no,543148826820531
916,kapanshvili,GE,Akhaltsikhe,,B1 (bottom),2,daytime,no,0.196,0.672,-0.184,georgian_football:0.157 serie_a:0.074 transfers:0.099 legends:0.143 champions_league:-0.1 la_liga:-0.059 bundesliga:-0.092,no,480440850788466
917,Ika1,GE,Batumi,,B2,15,daytime,no,0.301,0.645,0.068,bundesliga:0.191 world_cup:0.172 serie_a:0.174 national_teams:-0.133 la_liga:-0.069,no,1399245605302012
918,koten,GE,Ozurgeti,,B3,2,evening,no,0.468,0.477,-0.062,bundesliga:0.133 legends:0.165 champions_league:0.069 serie_a:-0.142 premier_league:-0.181,no,671362783278484
919,messi3,TR,Izmir,,B2,10,evening,no,0.384,0.533,0.214,la_liga:0.09 national_teams:0.157 serie_a:0.117 legends:-0.081 transfers:-0.171 world_cup:-0.052,no,3192593480740035
920,NikoM,GE,Telavi,,B3,3,daytime,yes,0.522,0.497,-0.142,serie_a:0.063 national_teams:0.122 legends:-0.088 la_liga:-0.098 transfers:-0.078,no,479926238288861
921,TEIMURAZA82,GE,Tbilisi,,B4,2,daytime,no,0.749,0.628,0.098,la_liga:0.075 bundesliga:0.193 champions_league:-0.135 world_cup:-0.056 national_teams:-0.157,no,3605855208119919
922,emzarm,GE,Poti,,B2,3,evening,no,0.362,0.626,0.198,transfers:0.097 legends:0.109 serie_a:0.182 premier_league:-0.078 champions_league:-0.142 la_liga:-0.096 georgian_football:-0.173,no,3809404385617209
923,Genadi,GE,Rustavi,,B5 (top),2,evening,yes,0.858,0.543,-0.049,national_teams:0.199 la_liga:0.112 transfers:0.099 serie_a:0.199 premier_league:-0.164 champions_league:-0.151,no,3895891979218112
924,elgujao,GE,Tbilisi,,B3,2,evening,no,0.557,0.634,0.082,world_cup:0.08 bundesliga:0.078 premier_league:-0.051 national_teams:-0.147 georgian_football:-0.165 legends:-0.167,no,321692534579850
925,VatoA69,GE,Rustavi,,B2,2,daytime,no,0.295,0.353,0.084,georgian_football:0.192 la_liga:0.141 world_cup:0.194 champions_league:0.071 legends:-0.075 national_teams:-0.061 bundesliga:-0.053 premier_league:-0.128,no,2472714336094724
926,Kapanidze,GE,Telavi,,B1 (bottom),10,evening,yes,0.105,0.655,0.198,champions_league:0.076 transfers:0.052 serie_a:-0.052 bundesliga:-0.094,no,836226568616327
927,Oto Papavshvili,GE,Gori,,B4,2,daytime,yes,0.662,0.717,0.006,legends:0.112 champions_league:0.197 la_liga:-0.146 premier_league:-0.101 georgian_football:-0.144 world_cup:-0.085,no,245787975047653
928,Medeaiko,GE,Kutaisi,,B1 (bottom),2,morning,no,0.105,0.415,0.135,serie_a:0.15 bundesliga:0.09 la_liga:0.18 world_cup:0.055 premier_league:-0.14 georgian_football:-0.102 champions_league:-0.076 legends:-0.076,no,3980594558395386
929,Mgelshvili09,GE,Zugdidi,,B2,3,morning,no,0.404,0.804,0.153,serie_a:0.078 transfers:0.159 bundesliga:0.193 legends:-0.17 premier_league:-0.127 champions_league:-0.062 la_liga:-0.058,no,1199556248563886
930,ladoushka,GE,Akhaltsikhe,,B2,2,daytime,no,0.366,0.782,-0.073,champions_league:0.085 national_teams:0.076 legends:0.186 bundesliga:-0.074 transfers:-0.119 premier_league:-0.152,no,91515585638812
931,vasor,GE,Telavi,,B2,2,morning,no,0.279,0.447,0.252,la_liga:0.054 georgian_football:0.167 national_teams:-0.082 champions_league:-0.092 premier_league:-0.052 serie_a:-0.119,no,2175900356775750
932,bidzina ruradidze,GR,Thessaloniki,,B4,2,daytime,no,0.648,0.453,-0.11,la_liga:0.06 transfers:0.195 premier_league:0.097 national_teams:-0.064 georgian_football:-0.142 bundesliga:-0.185,no,2757347915395593
933,givi papavshvili,GE,Telavi,,B3,10,morning,yes,0.503,0.414,0.224,world_cup:0.053 premier_league:0.116 legends:0.051 serie_a:0.151 transfers:-0.052 georgian_football:-0.134,no,2413227808166678
934,OtoT95,GE,Tbilisi,,B4,10,daytime,no,0.677,0.825,0.043,georgian_football:0.115 world_cup:0.171 la_liga:0.058 premier_league:-0.074 legends:-0.082 serie_a:-0.129 national_teams:-0.108,no,1082336737123504
935,Sopho Dolidzshvili,GE,Zugdidi,,B1 (bottom),2,evening,yes,0.208,0.523,-0.246,national_teams:0.154 legends:0.136 world_cup:-0.145 serie_a:-0.185 georgian_football:-0.145,no,2834252701709705
936,irakli purtselua,GE,Akhaltsikhe,,B3,3,daytime,no,0.516,0.81,0.238,world_cup:0.181 georgian_football:0.072 premier_league:-0.143 transfers:-0.055,no,1967493871413643
937,NUGO BEBERSHVILI,GE,Telavi,,B1 (bottom),2,daytime,no,0.168,0.831,0.252,bundesliga:0.173 georgian_football:0.106 la_liga:0.188 world_cup:-0.185 legends:-0.159,no,2352349316480868
938,TengoM,GE,Akhaltsikhe,,B1 (bottom),15,evening,yes,0.112,0.414,0.069,premier_league:0.085 national_teams:0.19 transfers:-0.199 champions_league:-0.071 la_liga:-0.117 serie_a:-0.16,no,2072353055783084
939,giorgi gvaramidze,GE,Kutaisi,,B3,2,daytime,no,0.461,0.352,-0.198,georgian_football:0.15 la_liga:0.155 world_cup:-0.193 legends:-0.112,no,1133775133395845
940,Tako Ratianshvili,GE,Telavi,,B3,10,daytime,no,0.542,0.569,-0.033,la_liga:0.142 bundesliga:0.181 serie_a:0.077 national_teams:-0.115 georgian_football:-0.071 premier_league:-0.079 legends:-0.156,no,313779982466201
941,nodar odishidze,GE,Poti,,B4,2,night_owl,no,0.747,0.786,0.049,la_liga:0.05 bundesliga:0.199 champions_league:-0.153 world_cup:-0.123,no,1331242706150671
942,Jemal,GE,Kutaisi,,B3,2,daytime,no,0.517,0.822,-0.024,serie_a:0.123 world_cup:0.127 champions_league:0.169 georgian_football:-0.176 la_liga:-0.129 premier_league:-0.134 bundesliga:-0.09,no,2141776719330745
943,guram bochoridze,GE,Ozurgeti,,B2,2,morning,no,0.382,0.569,-0.121,premier_league:0.163 la_liga:0.078 serie_a:0.098 world_cup:-0.053 champions_league:-0.167,no,4463292128897736
944,Tako Kemoklashvili,GE,Gori,,B1 (bottom),2,daytime,no,0.248,0.505,0.239,georgian_football:0.18 legends:0.161 champions_league:0.131 bundesliga:0.088 world_cup:-0.051 premier_league:-0.175 la_liga:-0.166,no,1141017447821879
945,Aniaka,DE,Munich,,B2,2,evening,no,0.316,0.669,-0.181,world_cup:0.192 bundesliga:0.072 national_teams:-0.172 serie_a:-0.133 la_liga:-0.16,no,2145535407385300
946,malkhazd,GE,Ozurgeti,,B2,10,daytime,no,0.283,0.817,0.2,la_liga:0.059 legends:0.174 national_teams:0.102 champions_league:-0.111 world_cup:-0.058 transfers:-0.07,no,3692718234360161
947,Nikoa275,GE,Ozurgeti,,B2,10,evening,no,0.303,0.646,0.152,la_liga:0.091 national_teams:0.131 premier_league:0.054 bundesliga:0.113 serie_a:-0.149 legends:-0.071 world_cup:-0.182 georgian_football:-0.126,yes,662474595441705
948,TengizD,GE,Telavi,,B4,10,night_owl,yes,0.729,0.512,0.076,transfers:0.175 legends:0.064 national_teams:0.083 world_cup:0.185 premier_league:-0.081 georgian_football:-0.123 la_liga:-0.149 champions_league:-0.192,no,3407244716842107
949,SopoB,GE,Zugdidi,,B4,2,evening,no,0.696,0.623,-0.29,champions_league:0.103 legends:0.108 la_liga:0.184 serie_a:-0.062 bundesliga:-0.134 georgian_football:-0.073,no,3375403672949127
950,GubazK1,GE,Batumi,,B1 (bottom),10,daytime,yes,0.059,0.798,-0.16,legends:0.14 serie_a:0.088 transfers:0.1 premier_league:0.112 la_liga:-0.051 world_cup:-0.1 bundesliga:-0.086 champions_league:-0.154,no,1560590046129387
951,natia natenadidze,GE,Telavi,,B5 (top),15,evening,no,0.863,0.742,0.211,georgian_football:0.16 la_liga:0.082 premier_league:0.105 world_cup:0.061 transfers:-0.084 serie_a:-0.078 bundesliga:-0.147,no,3989743257009599
952,Sopo Janjgavidze,GE,Tbilisi,,B3,2,evening,no,0.481,0.68,-0.265,national_teams:0.176 transfers:0.142 la_liga:0.072 bundesliga:-0.191 georgian_football:-0.124 serie_a:-0.14 legends:-0.104,no,2204908478094199
953,GuguL,GR,Thessaloniki,,B3,3,morning,yes,0.594,0.754,0.259,georgian_football:0.068 premier_league:0.065 legends:0.117 champions_league:-0.188 bundesliga:-0.161 world_cup:-0.167,no,974901979321550
954,GigaZ,GE,Gori,,B5 (top),2,evening,no,0.899,0.836,-0.19,world_cup:0.149 la_liga:0.065 legends:0.11 champions_league:0.157 bundesliga:-0.096 transfers:-0.101,no,2015544472171426
955,iurim111,GE,Batumi,,B4,10,daytime,no,0.688,0.66,-0.235,national_teams:0.133 legends:0.058 premier_league:0.097 la_liga:-0.17 world_cup:-0.163 georgian_football:-0.064,no,301904987070638
956,Guga Maisureli,GE,Tbilisi,,B3,3,evening,no,0.481,0.554,0.116,legends:0.174 transfers:0.176 bundesliga:-0.071 world_cup:-0.191 la_liga:-0.104 serie_a:-0.07,no,2405853418599731
957,Nugzar Zumbulidze,GR,Thessaloniki,,B3,10,evening,no,0.525,0.671,-0.06,serie_a:0.083 georgian_football:0.126 legends:-0.054 national_teams:-0.191 world_cup:-0.14 transfers:-0.189,no,3089067620056256
958,Teimuraz,GE,Zugdidi,,B3,3,evening,no,0.574,0.667,-0.087,georgian_football:0.069 bundesliga:0.199 la_liga:0.087 premier_league:-0.096 serie_a:-0.096 champions_league:-0.164,no,3545529626367371
959,daviti1,US,Los Angeles,,B2,15,evening,no,0.334,0.827,0.238,premier_league:0.19 world_cup:0.143 transfers:-0.092 legends:-0.054 bundesliga:-0.094 national_teams:-0.127,no,3742339186322824
960,badrid,GE,Kutaisi,,B3,15,daytime,no,0.463,0.474,0.084,legends:0.086 transfers:0.12 bundesliga:0.19 serie_a:-0.132 world_cup:-0.111 national_teams:-0.136,no,2157406997532941
961,ANANO DOLIDZIANI,GE,Zugdidi,,B3,3,evening,yes,0.484,0.478,-0.172,georgian_football:0.169 legends:0.179 national_teams:-0.107 champions_league:-0.1,no,352471285761048
962,Vaska Gogichidze,GE,Ozurgeti,,B2,3,daytime,no,0.364,0.678,-0.138,serie_a:0.129 bundesliga:0.072 national_teams:-0.096 georgian_football:-0.058,no,134058054869532
963,kako dgebadze,GE,Batumi,,B1 (bottom),2,evening,yes,0.087,0.759,0.274,bundesliga:0.156 champions_league:0.136 premier_league:0.079 georgian_football:-0.137 transfers:-0.185 world_cup:-0.186,no,2734756267748295
964,Beso Zarkava,DE,Berlin,,B2,3,evening,no,0.275,0.491,0.093,premier_league:0.082 legends:0.149 transfers:0.177 la_liga:-0.167 national_teams:-0.083 bundesliga:-0.084,no,1480540377185187
965,Ucha Abashadze,US,Chicago,,B3,3,evening,no,0.472,0.611,0.169,serie_a:0.104 la_liga:0.052 legends:0.053 national_teams:-0.075 transfers:-0.167 georgian_football:-0.117 premier_league:-0.063,no,959244226127008
966,irakliuna,GE,Rustavi,,B3,10,daytime,no,0.484,0.754,0.27,legends:0.061 champions_league:0.107 transfers:0.072 serie_a:-0.056 world_cup:-0.057 national_teams:-0.074 georgian_football:-0.052,no,1903392714600307
967,bachanaika,GE,Rustavi,,B2,2,daytime,no,0.348,0.635,0.148,world_cup:0.138 la_liga:0.189 national_teams:0.064 champions_league:0.084 georgian_football:-0.132 transfers:-0.079,no,2975467664652205
968,Temo Matchavarshvili,GE,Ozurgeti,,B1 (bottom),2,morning,no,0.079,0.624,-0.143,national_teams:0.116 world_cup:0.071 transfers:0.154 georgian_football:0.116 serie_a:-0.118 premier_league:-0.103,no,3963345991569896
969,qoridadze,GE,Zugdidi,,B2,2,daytime,no,0.427,0.45,-0.176,la_liga:0.097 bundesliga:0.188 serie_a:-0.16 premier_league:-0.135 legends:-0.149,no,4038818612609402
970,bachanan,GE,Telavi,,B4,10,evening,no,0.704,0.708,-0.254,world_cup:0.175 la_liga:0.193 serie_a:0.118 national_teams:0.058 premier_league:-0.2 georgian_football:-0.061 champions_league:-0.069,no,2836764924657183
971,tengouna,GE,Tbilisi,,B2,2,evening,no,0.321,0.821,-0.086,georgian_football:0.103 world_cup:0.05 bundesliga:-0.097 legends:-0.117,no,3138765417531598
972,Otari Tsalugelidze,GE,Rustavi,,B3,15,evening,no,0.503,0.529,-0.109,bundesliga:0.167 national_teams:0.162 world_cup:0.198 legends:-0.056 georgian_football:-0.117,no,1439445389460417
973,SalomeB,GE,Zugdidi,,B3,3,daytime,yes,0.597,0.717,-0.035,world_cup:0.067 serie_a:0.164 bundesliga:0.071 georgian_football:-0.184 legends:-0.178,yes,1639823542306475
974,Tornikea,GE,Akhaltsikhe,,B3,2,daytime,yes,0.455,0.499,0.097,georgian_football:0.13 premier_league:0.138 national_teams:-0.074 world_cup:-0.061 bundesliga:-0.183 legends:-0.18,no,1861929111064930
975,gelao,GE,Poti,,B2,2,daytime,no,0.328,0.602,-0.21,serie_a:0.088 national_teams:0.188 georgian_football:0.052 transfers:0.171 champions_league:-0.168 world_cup:-0.153 premier_league:-0.197 bundesliga:-0.069,no,3083642778138822
976,Gioka,GE,Batumi,,B2,2,evening,no,0.332,0.624,0.254,la_liga:0.105 transfers:0.058 legends:-0.157 serie_a:-0.085 national_teams:-0.089 premier_league:-0.092,no,1107426979163765
977,Datunaka,GB,London,,B2,2,daytime,no,0.418,0.777,0.174,champions_league:0.132 georgian_football:0.066 legends:-0.052 world_cup:-0.063 premier_league:-0.051,yes,1469842080718686
